
@ TESTS FOR REFERENCE
[positive] BED.GZ registration,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n ref,rf ref $resourcePath/CantonS.09-28.trim_X_2L.bed.gz -n bed.gz -j,df bed.gz;dr ref,.*"id":.+"name":"bed.gz".+"type":"FILE".+"format":"BED".*,
[positive] SEG registration,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n ref,rf ref $resourcePath/example.seg -n seg -j,df seg;dr ref,.*"id":.+"name":"seg".+"type":"FILE".+"format":"SEG".*,
[positive] GFF Registration,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta,rf -j testfasta $resourcePath/example.gff,df example.gff;dr testfasta,.*"id":.+."name":"example.gff"."bioDataItemId":.+."type":"FILE".+"format":"GENE".+,
[positive] GFF.GZ Registration,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta,rf -j testfasta $resourcePath/example.gff.gz,df example.gff.gz;dr testfasta,.*"id":.+."name":"example.gff.gz"."bioDataItemId":.+."type":"FILE".+"format":"GENE".+,
[positive] BED_GRAPH Registration,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta,rf -j testfasta $resourcePath/bedGraph.bdg,df bedGraph.bdg;dr testfasta,.*"id":.+."name":"bedGraph.bdg"."bioDataItemId":.+."type":"FILE".+"format":"WIG".+,
[positive] BED_GRAPH.GZ Registration,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta,rf -j testfasta $resourcePath/bedGraph.bdg.gz,df bedGraph.bdg.gz;dr testfasta,.*"id":.+."name":"bedGraph.bdg.gz"."bioDataItemId":.+."type":"FILE".+"format":"WIG".+,

@Deletion
[positive] BAM deletion,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim.dm606.realign_X_2L.bam?$resourcePath/CantonS.09-28.trim.dm606.realign_X_2L.bai,df -j CantonS.09-28.trim.dm606.realign_X_2L.bam ,dr testfasta,.*The file.+has been successfully unregistered,
[positive] BAM deletion by name,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim.dm606.realign_X_2L.bam?$resourcePath/CantonS.09-28.trim.dm606.realign_X_2L.bai -n bamfile,df -j bamfile,dr testfasta,.*The file.+has been successfully unregistered,
[negative] Deletion — no file,,df -j CantonS.09-28.trim.dm606.realign_X_2L.bam ,,,.*Failed to find a file by name.*
[negative] BAM deletion by filename — file registred by name,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim.dm606.realign_X_2L.bam?$resourcePath/CantonS.09-28.trim.dm606.realign_X_2L.bai -n bamfile,df -j CantonS.09-28.trim.dm606.realign_X_2L.bam ,df bamfile;dr testfasta,,.*Failed to find a file by name.*
[positive] VCF deletion,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf,df -j CantonS.09-28.trim_X.dm606.realign.vcf,dr testfasta,.*The file.+has been successfully unregistered,
[positive] VCF deletion by name,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile,df -j vcffile,dr testfasta,.*The file.+has been successfully unregistered,
[negative] VCF deletion by filename — file registred by name,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n bamfile,df -j CantonS.09-28.trim_X.dm606.realign.vcf,df bamfile;dr testfasta,,.*Failed to find a file by name.*
[positive] GTF deletion,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf,df -j dmel-all-r6.06.sorted.cutted.gtf,dr testfasta,.*The file.+has been successfully unregistered,
[positive] GTF deletion by name,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf -n vcffile,df -j vcffile,dr testfasta,.*The file.+has been successfully unregistered,
[negative] GTF deletion by filename — file registred by name,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf -n gtffile,df -j dmel-all-r6.06.sorted.cutted.gtf,df gtffile;dr testfasta,,.*Failed to find a file by name.*
[positive] BED_GRAPH Registration,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf -j testfasta $resourcePath/bedGraph.bdg,df bedGraph.bdg,dr testfasta,.*The file.+has been successfully unregistered,
[positive] BED_GRAPH.GZ Registration,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf -j testfasta $resourcePath/bedGraph.bdg.gz,df bedGraph.bdg.gz,dr testfasta,.*The file.+has been successfully unregistered,

@Create index
[positive] Create Index VCF (--no_index),rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -ni,if -j CantonS.09-28.trim_X.dm606.realign.vcf,df CantonS.09-28.trim_X.dm606.realign.vcf;dr testfasta,.*Created feature index for file.*,
[positive] Recreate Index VCF,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf,if -j CantonS.09-28.trim_X.dm606.realign.vcf,df CantonS.09-28.trim_X.dm606.realign.vcf;dr testfasta,.*Created feature index for file.*,
[positive] Create Index GTF (--no_index),rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf?$resourcePath/dmel-all-r6.06.sorted.cutted.gtf.tbi -ni,if -j dmel-all-r6.06.sorted.cutted.gtf,df dmel-all-r6.06.sorted.cutted.gtf;dr testfasta,.*Created feature index for file.*,
[positive] Recreate Index GTF,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf?$resourcePath/dmel-all-r6.06.sorted.cutted.gtf.tbi,if -j dmel-all-r6.06.sorted.cutted.gtf,df dmel-all-r6.06.sorted.cutted.gtf;dr testfasta,.*Created feature index for file.*,
#FAILS [negative] Create Index — Unsupported format (BAM),rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf -j testfasta $resourcePath/CantonS.09-28.trim.dm606.realign_X_2L.bam?$resourcePath/CantonS.09-28.trim.dm606.realign_X_2L.bai,if -j CantonS.09-28.trim.dm606.realign_X_2L.bam,df CantonS.09-28.trim.dm606.realign_X_2L.bam;dr testfasta,,.+Unsupported file format.+
[negative] Create Index — file not found,,if -j no.gtf,,,.+Failed to find a file by name.+

@ URL comand
[positive] URL vcf,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile;rd  testfasta dataset vcffile,url dataset vcffile,dd dataset;df vcffile;dr testfasta,.+\/catgenome\/#\/testfasta\?tracks=\[\{"b":"vcffile"."p":"dataset"\}\],
[positive] URL vcf —loc chr,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile ;rd  testfasta dataset vcffile,url dataset vcffile -loc X,dd dataset;df vcffile;dr testfasta,.+\/catgenome\/#\/testfasta\/X\?tracks=\[\{"b":"vcffile"."p":"dataset"\}\],
[positive] URL vcf —loc chr:region,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile ;rd  testfasta dataset vcffile,url dataset vcffile -loc X:12585001-1258912,dd dataset;df vcffile;dr testfasta,.+\/catgenome\/#\/testfasta\/X\/12585001\/1258912\?tracks=\[\{"b":"vcffile"."p":"dataset"\}\],
[positive] URL vcf gtf,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf -n gtffile;rd  testfasta dataset vcffile gtffile;,url dataset vcffile gtffile,dd dataset;df vcffile;df gtffile;dr testfasta,.+\/catgenome\/#\/testfasta\?tracks=\[\{"b":"vcffile"."p":"dataset"\}.\{"b":"gtffile"."p":"dataset"\}\],
[positive] URL vcf gtf —loc chr,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf -n gtffile;rd  testfasta dataset vcffile gtffile;,url dataset vcffile gtffile -loc X,dd dataset;df vcffile;df gtffile;dr testfasta,.+\/catgenome\/#\/testfasta\/X\?tracks=\[\{"b":"vcffile"."p":"dataset"\}.\{"b":"gtffile"."p":"dataset"\}\],
[positive] URL vcf —loc chr:region,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf -n gtffile;rd  testfasta dataset vcffile gtffile;,url dataset vcffile gtffile -loc X:12585001-1258912,dd dataset;df vcffile;df gtffile;dr testfasta,.+\/catgenome\/#\/testfasta\/X\/12585001\/1258912\?tracks=\[\{"b":"vcffile"."p":"dataset"\}.\{"b":"gtffile"."p":"dataset"\}\],
[negative] URL vcf wrong dataset,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile;rd  testfasta dataset vcffile,url wrongDataset vcffile,dd dataset;df vcffile;dr testfasta,,.+Project with id wrongDataset not found
[negative] URL vcf — file does not exist in dataset,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile;rd  testfasta dataset,url dataset vcffile,dd dataset;df vcffile;dr testfasta,,.+File vcffile is not present in the dataset.+
[negative] URL vcf — file does not exist at all,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rd  testfasta dataset,url dataset vcffile,dd dataset;dr testfasta,,.+File with name vcffile not found
[negative] URL – wrong chromosome,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile ;rd  testfasta dataset vcffile,url dataset vcffile -loc A:1-2,dd dataset;df vcffile;dr testfasta,,.+Chromosome with name A is not found in the reference genome.
#FAILS [negative] URL – bad region,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n vcffile ;rd  testfasta dataset vcffile,url dataset vcffile -loc X:10-0,dd dataset;df vcffile;dr testfasta,,.+bad region.+

@ Sort
[negative] Sort — wrong target path,,sort -j $resourcePath/dmel-all-r6.06.sorted.cutted.gtf /path/does/not/exist,,,.+\(No such file or directory\).*
[negative] Sort — wrong source path,,sort -j  /path/does/not/exist.gtf,,,.+No such file or directory.*

@Search
[positive] Search file,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n testfile,search testfile,df testfile;dr testfasta,."id":.+."name":"testfile"."bioDataItemId":.+"type":"FILE"."path":.+CantonS.09-28.trim_X.dm606.realign.vcf"."format":"VCF"."createdBy":.+"createdDate":.+,
[positive] Search file (no such file (by name)),rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n testfile,search CantonS.09-28.trim_X.dm606.realign.vcf,df testfile;dr testfasta,.*No files found matching a request.*,
[positive] Search file {-l one file},rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf,search -l nS.09-28.trim_X,df CantonS.09-28.trim_X.dm606.realign.vcf;dr testfasta,."id":.+."name":"CantonS.09-28.trim_X.dm606.realign.vcf"."bioDataItemId":.+"type":"FILE"."path":.+CantonS.09-28.trim_X.dm606.realign.vcf"."format":"VCF"."createdBy":.+"createdDate":.+,
#FAILS (BUG) [positive] Search file {-l several files - search all},rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf,search -l 06,df CantonS.09-28.trim_X.dm606.realign.vcf;df dmel-all-r6.06.sorted.cutted.gtf;dr testfasta,,WAT?!
[positive] Search file {-l several files - search all},rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n file1;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf -n file2,search -l file,df file1;df file2;dr testfasta,."id":.+."name":"file1".*."id":.+."name":"file2".*
[positive] Search file {-l several files - search not all},rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa -n testfasta;rf testfasta $resourcePath/CantonS.09-28.trim_X.dm606.realign.vcf -n fileone;rf testfasta $resourcePath/dmel-all-r6.06.sorted.cutted.gtf -n filetwo,search -l one,df fileone;df filetwo;dr testfasta,^((?!filetwo).)*$

@Version
[positive] Version,,version,,\d*\.\d*\.\d*
[positive] Version short command,,v,,\d*\.\d*\.\d*
[positive] Version with args (ignore input),,version /path/to/bam.bam,,\d*\.\d*\.\d*

@SET SERVER
[positive] Set server with right server format,,set_srv http://localhost:8081/catgenome,set_srv http://localhost:8080/catgenome,
[positive] Set server (check that server is really changed),set_srv http://localhost:8081/catgenome,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa,set_srv http://localhost:8080/catgenome,,.*ERROR.*Failed to execute a request.*
[negative] Set server with wrong number of args,,set_srv http://localhost:8081/catgenome bam.bam,set_srv http://localhost:8080/catgenome,,.*ERROR.*Wrong number of arguments.*
#FAILS [negative] Set server with wrong server format,,set_srv abra-cadabra,set_srv http://localhost:8080/catgenome,ERROR.*

@Species
[positive] Species Registration,,rs human hg19 -j,ds hg19,.*"name":"human".+"version":"hg19".*
[negative] Species Registration {species already registred},rs human hg19,rs human hg19,del_spec hg19,,.*Species with version 'hg19' already exists.*
[positive] Species Deletion,rs human hg19,del_spec hg19,,.*Species 'human' with version 'hg19' has been successfully unregistered.*
[positive] Add Species To Reference,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa;rs human hg19,add_spec dmel-all-chromosome-r6.06.cutted hg19 -j,dr dmel-all-chromosome-r6.06.cutted;del_spec hg19,.*"id":.+"name":"dmel-all-chromosome-r6.06.cutted".+"type":"FILE".+"format":"REFERENCE".+"name":"human".+"version":"hg19".*
[positive] Remove Species From Reference,rr $resourcePath/dmel-all-chromosome-r6.06.cutted.fa;rs human hg19;add_spec dmel-all-chromosome-r6.06.cutted hg19,remove_spec dmel-all-chromosome-r6.06.cutted -j,dr dmel-all-chromosome-r6.06.cutted;del_spec hg19,.*"id":.+"name":"dmel-all-chromosome-r6.06.cutted".+"type":"FILE".+"format":"REFERENCE".*
